F | 75.2
U | 52.2
R | 69.9
W | 95.8
Y | 59.9
M | 69.7
B | 99.1
L | 93.0
B | 53.0
R | 52.5
I | 53.6
J | 58.9
B | 64.0
M | 60.9
L | 59.5
M | 90.2
W | 55.9
I | 73.4
K | 86.7
B | 91.0
H | 79.2
M | 74.6
A | 82.7
O | 55.5
P | 54.9
I | 67.1
Q | 80.2
Z | 76.6
L | 86.9
N | 90.4
E | 76.3
J | 55.9
M | 60.1
D | 52.3
S | 70.3
W | 66.8
N | 68.0
Q | 92.3
Y | 92.8
O | 73.0
S | 83.8
Z | 81.0
G | 71.3
C | 90.3
K | 95.3
M | 55.7
U | 75.6
Y | 78.0
V | 62.3
C | 88.8
J | 69.7
G | 59.1
I | 89.6
A | 87.5
C | 71.1
M | 54.3
I | 81.7
N | 50.3
J | 85.2
H | 58.3
M | 53.5
X | 60.2
P | 80.4
S | 61.2
V | 72.9
H | 60.4
D | 85.9
D | 75.5
R | 60.6
U | 90.8
O | 77.5
D | 58.1
U | 82.5
V | 63.5
P | 89.9
Z | 62.3
X | 89.3
P | 50.9
K | 86.0
Q | 77.1
I | 67.0
B | 90.1
Z | 85.9
S | 85.3
I | 58.8
T | 90.2
R | 68.6
S | 58.8
S | 98.9
Q | 79.4
Z | 52.1
A | 78.4
K | 50.8
Z | 56.9
V | 60.4
G | 70.1
T | 76.9
B | 86.2
W | 59.6
C | 99.5
G | 50.1
R | 82.8
E | 69.8
D | 63.9
O | 97.0
L | 98.7
R | 86.9
N | 96.9
Z | 61.3
Q | 50.9
M | 67.3
G | 80.7
D | 71.7
K | 73.6
Y | 95.9
U | 57.6
S | 88.6
L | 53.2
T | 74.0
R | 92.0
T | 78.9
W | 74.7
M | 81.5
V | 65.3
Y | 74.7
J | 76.7
Y | 70.2
L | 80.5
W | 82.7
I | 62.0
B | 90.4
N | 59.8
P | 56.1
D | 76.0
B | 64.9
G | 78.9
F | 98.0
W | 74.1
W | 87.6
T | 76.7
D | 58.0
P | 79.8
D | 64.4
M | 89.1
Q | 72.3
Z | 84.7
T | 65.3
U | 50.1
I | 99.5
M | 93.4
Z | 83.2
S | 68.5
W | 52.6
U | 55.9
I | 84.0
H | 59.4
E | 80.3
P | 92.2
Q | 70.1
C | 50.1
P | 68.3
N | 53.4
I | 99.3
A | 64.8
Q | 66.6
M | 58.4
E | 89.5
O | 80.9
M | 55.9
Y | 52.1
A | 71.5
E | 57.4
K | 52.4
O | 60.1
E | 85.7
Q | 98.5
J | 75.6
N | 94.1
H | 67.5
D | 55.2
L | 88.0
Q | 66.9
E | 64.8
M | 77.5
R | 66.7
O | 94.9
V | 75.3
F | 55.2
W | 94.7
E | 77.9
N | 58.1
V | 94.0
K | 78.9
X | 66.4
A | 56.8
Y | 50.3
T | 82.6
K | 88.4
Z | 81.5
I | 96.3
L | 91.0
I | 55.5
E | 92.4
T | 57.0
B | 88.8
R | 84.4
W | 82.7
S | 95.4
H | 99.2
X | 65.2
F | 90.5
R | 53.5
N | 69.3
B | 50.5
E | 56.5
P | 95.4
R | 73.0
U | 66.8
W | 66.0
H | 68.0
T | 96.3
W | 71.1
T | 56.0
O | 83.4
E | 88.7
E | 61.1
P | 70.3
Q | 65.7
A | 53.8
E | 57.6
Q | 68.1
N | 55.6
G | 77.9
H | 69.0
V | 76.0
E | 56.4
K | 93.7
B | 53.7
I | 59.5
E | 77.8
B | 81.3
A | 83.6
M | 61.6
G | 86.7
K | 93.5
O | 94.8
H | 56.8
J | 63.9
L | 60.8
O | 95.0
J | 78.0
U | 94.0
S | 81.7
W | 54.5
Z | 52.0
P | 66.8
I | 78.8
G | 61.5
O | 74.3
D | 99.5
D | 55.5
A | 72.8
N | 84.2
T | 53.0
U | 94.7
M | 67.3
B | 65.1
K | 88.4
M | 52.1
T | 57.9
F | 81.3
Z | 71.7
O | 54.6
Z | 81.4
A | 71.2
S | 50.8
C | 50.2
B | 64.6
L | 52.5
F | 60.5
N | 50.2
O | 92.6
S | 81.8
J | 54.3
X | 65.3
N | 65.8
X | 64.6
F | 96.9
Y | 98.1
H | 85.4
G | 91.9
D | 89.0
D | 57.8
E | 66.6
C | 60.6
V | 98.5
S | 75.1
S | 82.7
M | 52.7
W | 68.5
T | 70.9
Q | 60.4
B | 72.7
L | 60.2
Z | 85.8
U | 50.5
Q | 87.3
B | 85.7
H | 60.8
I | 78.2
H | 75.9
T | 52.9
Y | 100.0
H | 81.6
K | 92.5
M | 97.9
L | 80.9
H | 83.5
J | 68.7
Y | 82.9
P | 51.9
U | 62.3
F | 76.9
X | 88.2
Q | 85.3
K | 54.7
Z | 97.0
D | 93.8
W | 65.0
D | 68.4
H | 78.7
L | 96.2
T | 64.8
T | 65.9
L | 64.2
Z | 71.9
L | 78.3
S | 77.3
F | 97.8
I | 51.8
C | 86.0
T | 80.1
T | 96.5
P | 73.2
E | 52.7
B | 93.5
Q | 70.5
F | 68.5
V | 89.9
S | 80.7
X | 68.3
C | 64.4
A | 88.8
L | 71.1
X | 53.5
H | 52.6
W | 70.3
A | 73.1
X | 67.6
G | 59.7
T | 91.4
G | 56.7
N | 96.2
V | 69.2
B | 56.8
J | 91.1
R | 97.2
C | 62.2
B | 58.0
N | 50.7
L | 87.0
K | 98.7
I | 69.9
F | 96.2
I | 62.7
K | 52.6
U | 97.1
R | 88.6
Y | 97.2
S | 73.7
Q | 97.3
K | 91.4
V | 52.6
N | 74.9
Y | 57.0
T | 67.3
J | 51.1
M | 84.1
G | 81.8
Z | 89.7
N | 91.0
S | 99.4
F | 77.2
Y | 99.4
D | 78.2
V | 74.6
V | 74.0
R | 91.5
G | 82.6
F | 92.7
S | 98.2
H | 69.9
D | 64.9
M | 65.0
H | 82.4
Y | 76.6
V | 93.8
S | 51.3
P | 64.2
W | 80.5
H | 96.0
A | 86.6
J | 71.9
R | 83.7
F | 59.4
V | 82.9
O | 61.6
X | 56.2
K | 68.2
W | 72.1
H | 60.9
G | 93.7
J | 96.5
O | 75.2
S | 74.8
P | 70.1
A | 66.7
A | 99.9
P | 79.5
Q | 64.4
V | 97.8
C | 66.1
P | 57.8
P | 74.7
A | 63.1
K | 97.5
R | 55.8
R | 72.0
N | 85.8
D | 56.4
F | 97.0
M | 54.2
B | 69.9
P | 70.4
P | 99.9
S | 75.4
D | 92.3
T | 80.9
P | 60.9
O | 98.0
C | 50.6
D | 88.0
A | 57.7
A | 71.4
Z | 67.1
Y | 86.3
C | 93.9
T | 61.3
Q | 81.3
F | 55.0
I | 60.5
T | 81.4
S | 54.2
H | 93.4
S | 91.7
G | 97.7
A | 92.0
J | 71.5
J | 92.9
I | 59.3
X | 63.6
Z | 53.7
X | 65.1
X | 65.2
G | 83.4
X | 96.2
O | 76.6
W | 81.0
Q | 66.8
T | 69.7
O | 97.6
B | 90.8
C | 70.0
S | 62.8
V | 77.6
K | 99.2
D | 90.0
Q | 64.8
B | 92.9
V | 60.3
E | 50.1
O | 96.9
E | 96.7
Y | 87.5
H | 55.8
J | 86.9
N | 76.7
K | 87.1
V | 80.6
Q | 92.7
C | 52.6
N | 78.9
H | 75.0
W | 73.9
I | 81.3
V | 89.0
U | 71.4
Q | 60.9
I | 52.3
Y | 90.8
R | 78.7
V | 85.9
B | 73.7
C | 82.3
Q | 57.1
G | 92.9
M | 58.5
C | 97.1
I | 56.4
Q | 91.8
C | 79.1
E | 90.6
U | 99.1
S | 60.6
V | 50.5
P | 98.3
Y | 77.6
D | 78.7
X | 79.9
V | 83.6
N | 70.7
W | 58.8
P | 69.7
E | 60.7
Y | 65.2
D | 52.8
J | 66.4
M | 60.9
J | 75.2
B | 64.4
P | 82.4
P | 84.3
X | 76.1
G | 58.5
V | 60.9
S | 70.2
T | 54.1
D | 76.6
I | 57.5
F | 87.3
S | 50.5
J | 76.8
T | 99.7
J | 62.9
Y | 78.5
H | 74.6
A | 73.8
K | 85.4
X | 95.2
Q | 84.6
W | 93.8
K | 82.0
M | 64.8
X | 92.1
N | 99.0
D | 86.9
N | 94.0
I | 53.1
Q | 81.4
X | 81.2
E | 87.9
V | 94.3
O | 57.4
A | 61.2
U | 93.0
L | 50.1
X | 52.7
R | 59.4
F | 57.8
B | 60.6
D | 54.8
R | 80.6
U | 64.0
H | 74.2
D | 81.7
Y | 57.8
S | 92.0
E | 63.3
C | 59.5
H | 72.8
U | 51.1
L | 76.5
Y | 96.5
N | 92.3
Q | 82.5
R | 69.2
N | 91.0
X | 58.6
Q | 84.6
K | 90.2
D | 91.1
C | 70.8
V | 68.8
N | 75.9
K | 70.4
C | 66.5
A | 64.8
P | 73.6
P | 89.5
D | 64.6
X | 63.4
D | 76.8
E | 56.9
B | 68.9
H | 96.1
G | 93.6
U | 94.1
J | 95.2
O | 82.4
Z | 67.4
Z | 69.4
U | 82.3
A | 58.6
C | 87.4
D | 62.3
R | 67.3
J | 74.3
I | 59.6
S | 63.1
G | 90.4
W | 88.8
B | 92.6
B | 93.0
L | 87.6
G | 70.3
W | 69.2
A | 91.4
B | 84.6
J | 83.2
N | 89.3
U | 84.5
K | 56.8
J | 51.8
X | 73.0
I | 79.6
H | 60.1
P | 73.0
H | 83.8
R | 64.5
L | 56.4
F | 85.5
H | 68.0
G | 82.2
C | 50.2
C | 62.6
V | 78.1
A | 70.7
V | 54.4
U | 65.8
S | 65.1
H | 85.5
D | 94.3
P | 69.0
E | 81.4
V | 58.8
A | 87.7
U | 51.5
U | 86.0
X | 65.5
S | 88.3
L | 80.6
R | 96.0
F | 60.7
V | 91.1
P | 74.5
Z | 66.3
C | 99.7
U | 57.0
W | 91.1
V | 74.3
F | 74.9
T | 94.4
B | 60.6
L | 56.2
S | 55.9
Q | 60.8
T | 77.1
U | 68.3
I | 96.4
E | 97.3
M | 98.4
U | 75.6
D | 56.2
P | 95.9
M | 86.3
W | 67.2
T | 58.9
Z | 63.2
M | 97.3
N | 81.5
K | 99.2
S | 73.7
D | 81.4
J | 60.9
T | 72.7
N | 55.9
J | 59.9
G | 68.3
W | 95.5
N | 93.6
S | 85.6
U | 98.6
K | 69.9
F | 58.2
H | 97.0
H | 74.0
E | 97.3
S | 87.1
R | 71.8
B | 61.4
Q | 53.9
T | 87.0
X | 58.9
C | 64.7
C | 79.5
J | 67.8
I | 88.2
I | 56.1
N | 95.2
K | 57.7
Z | 87.4
L | 80.8
V | 92.9
O | 71.2
R | 93.9
W | 57.9
L | 75.6
D | 80.7
I | 66.2
F | 72.2
Y | 51.1
B | 72.2
L | 75.2
E | 84.6
G | 81.2
Q | 99.8
S | 72.4
A | 89.9
S | 62.6
R | 72.5
F | 92.5
A | 83.8
X | 83.6
D | 72.5
F | 62.6
R | 78.9
V | 91.7
G | 86.8
B | 56.0
Q | 59.1
C | 71.5
E | 70.8
K | 93.9
P | 50.8
A | 51.1
X | 53.1
X | 68.9
N | 70.8
V | 63.5
X | 85.7
C | 80.5
D | 81.4
V | 67.6
F | 61.2
T | 80.6
J | 69.0
H | 76.0
J | 94.8
B | 81.0
M | 75.1
Q | 72.8
G | 98.1
T | 63.8
O | 81.1
U | 74.7
J | 90.9
K | 95.8
Z | 62.9
N | 70.3
I | 99.3
C | 57.9
A | 77.6
Q | 99.4
U | 68.4
H | 85.4
N | 54.5
X | 73.2
V | 65.9
B | 90.2
R | 56.5
S | 62.8
J | 78.4
Q | 78.9
Q | 92.3
R | 80.4
B | 98.4
Q | 59.3
S | 96.1
E | 65.6
G | 81.9
C | 97.6
G | 56.4
H | 55.1
O | 88.2
P | 69.4
R | 59.6
H | 93.8
Y | 81.9
L | 63.5
Y | 74.5
C | 88.0
Z | 50.2
P | 65.7
Q | 74.2
W | 57.4
X | 69.5
N | 55.1
O | 80.0
D | 99.4
M | 52.4
W | 79.6
J | 53.1
L | 98.0
O | 99.7
M | 81.9
O | 84.6
I | 57.8
G | 91.2
B | 92.0
P | 70.0
L | 78.5
A | 69.7
J | 77.6
C | 65.7
W | 72.9
E | 81.0
B | 98.6
L | 67.8
M | 87.7
D | 56.0
R | 65.9
Z | 87.8
Y | 81.0
A | 96.8
W | 67.4
Q | 55.3
A | 91.9
L | 57.9
G | 63.3
C | 89.4
S | 99.1
N | 88.9
X | 92.1
B | 68.6
S | 85.2
W | 65.2
Y | 84.7
O | 64.8
B | 72.1
B | 90.1
Q | 60.5
W | 77.8
M | 89.7
G | 63.8
H | 87.9
B | 85.5
Q | 72.8
K | 54.5
P | 61.8
Q | 51.6
D | 72.9
M | 98.9
I | 57.9
J | 60.7
V | 85.4
D | 72.6
Q | 67.9
V | 72.7
W | 60.5
F | 96.3
T | 86.8
X | 74.5
W | 53.2
G | 77.5
H | 73.5
S | 54.0
K | 81.7
V | 75.2
W | 83.2
J | 76.0
L | 78.6
K | 82.5
D | 57.7
O | 80.3
A | 79.7
B | 81.0
I | 77.8
G | 85.5
J | 71.2
F | 64.7
Y | 70.8
Q | 58.3
N | 55.8
W | 71.4
M | 82.8
P | 87.8
A | 96.3
K | 77.6
V | 56.8
Z | 86.5
E | 73.2
B | 83.4
R | 86.9
M | 84.7
M | 96.3
E | 75.9
U | 97.8
A | 72.5
N | 99.6
K | 54.2
M | 63.4
W | 87.7
P | 99.9
Z | 90.5
P | 63.8
N | 99.5
Q | 90.4
K | 72.2
S | 94.1
R | 87.1
Y | 89.6
R | 96.7
Y | 72.7
O | 98.9
G | 56.2
T | 67.7
M | 62.7
F | 84.1
R | 53.8
W | 81.7
Z | 70.0
A | 62.6
T | 89.1
Y | 98.2
K | 85.2
W | 83.7
K | 77.0
G | 55.2
I | 69.6
G | 50.5
F | 71.7
F | 98.0
E | 86.3
B | 82.4
T | 64.4
B | 66.2
Y | 93.1
I | 90.7
A | 56.1
K | 80.0
H | 79.6
U | 64.9
W | 79.1
E | 61.0
A | 82.7
X | 74.6
H | 59.1
R | 80.8
N | 53.9
N | 51.2
P | 62.5
C | 98.6
S | 80.3
A | 64.9
K | 71.6
H | 94.4
J | 88.4
P | 74.8
E | 99.5
X | 53.8
Q | 71.8
U | 99.9
F | 72.8
B | 87.8
H | 81.0
E | 87.5
P | 75.2
J | 97.1
W | 77.4
A | 91.6
X | 83.5
L | 97.6
Q | 56.8
T | 61.3
I | 98.3
R | 93.5
K | 84.4
N | 52.5
N | 83.4
F | 75.4
V | 82.1
V | 83.2
F | 76.8
N | 91.3
V | 97.0
K | 66.1
Z | 78.5
C | 97.1
Z | 91.4
H | 87.4
X | 83.1
P | 59.3
Z | 85.3
F | 78.7
O | 81.9
M | 58.0
U | 90.4
S | 79.6
B | 99.5
Z | 52.5
V | 72.6
S | 55.1
E | 57.7
I | 71.7
W | 98.0
O | 81.2
B | 77.8
S | 67.6
W | 99.2
B | 94.3
D | 94.9
I | 82.2
G | 69.9
F | 90.6
C | 91.7
T | 88.7
I | 63.0
B | 58.0
B | 98.3
L | 80.8
M | 52.6
F | 73.0
O | 87.1
Y | 96.4
L | 87.6
O | 52.8
O | 80.9
N | 76.6
V | 79.0
V | 58.2
J | 50.3
I | 71.2
E | 64.6
E | 77.2
I | 96.6
E | 89.1
H | 97.5
N | 71.2
R | 70.0
F | 70.1
Q | 50.2
O | 66.4
Y | 84.2
N | 93.6
A | 59.0
R | 91.3
H | 79.1
L | 97.9
F | 85.3
I | 89.4
N | 61.9
L | 59.9
Z | 70.0
N | 64.1
K | 55.0
J | 60.6
S | 86.0
M | 98.1
S | 82.9
T | 60.7
K | 96.1
R | 82.1
J | 70.1
R | 54.3
S | 96.1
B | 98.4
E | 57.1
E | 61.8
G | 53.5
N | 64.7
K | 78.9
U | 95.1
D | 93.1
U | 64.1
W | 61.4
J | 50.3
Q | 93.3
M | 94.0
H | 88.2
A | 80.6
N | 78.6
I | 88.6
M | 94.3
V | 73.9
U | 68.6
F | 68.2
O | 87.3
Z | 80.6
C | 62.0
I | 84.1
B | 73.2
O | 52.9
D | 70.7
L | 57.0
R | 78.8
M | 78.1
U | 93.3
Y | 56.8
T | 79.9
U | 84.7
U | 69.4
Y | 60.7
Q | 51.2
F | 87.8
P | 100.0
B | 83.4
R | 99.4
N | 57.2
F | 87.3
O | 64.3
H | 94.0
M | 99.2
H | 94.9
E | 60.5
F | 63.6
H | 66.5
F | 89.0
P | 64.6
M | 56.9
Z | 60.0
E | 96.3
F | 55.8
B | 51.5
Q | 76.4
F | 60.9
I | 75.2
N | 67.4
S | 60.3
D | 95.4
C | 67.8
J | 74.9
Z | 95.4
R | 80.3
G | 87.0
W | 95.9
N | 92.5
Z | 59.9
F | 56.4
P | 68.1
N | 71.3
G | 77.1
Q | 75.2
Y | 72.7
I | 75.3
S | 94.0
S | 99.7
F | 50.0
Z | 99.1
G | 92.5
Q | 86.0
F | 91.3
X | 74.0
C | 93.2
F | 84.4
W | 87.6
K | 70.7
X | 87.4
G | 81.0
C | 91.2
F | 79.4
U | 67.5
Z | 74.9
O | 84.7
N | 87.0
X | 59.3
P | 90.9
A | 57.7
A | 53.2
M | 70.4
B | 81.4
Y | 60.9
Q | 100.0
B | 87.8
G | 92.8
R | 94.0
E | 81.1
I | 62.7
G | 95.2
C | 95.3
S | 87.7
K | 99.0
R | 76.0
P | 63.9
D | 70.4
J | 59.4
D | 81.2
G | 88.2
N | 92.6
L | 52.1
H | 52.6
W | 71.7
R | 82.3
Z | 57.9
A | 74.9
E | 56.7
P | 98.3
C | 98.9
Y | 94.4
G | 97.6
F | 97.9
V | 94.2
R | 89.0
E | 96.2
O | 51.9
M | 77.1
T | 59.0
F | 67.8
S | 66.8
P | 93.6
S | 72.6
K | 64.3
T | 65.3
G | 55.1
G | 99.9
L | 85.5
L | 74.8
Y | 69.8
T | 96.7
Q | 76.5
J | 57.1
B | 94.5
F | 69.1
U | 96.3
L | 68.2
K | 53.5
J | 80.6
C | 56.6
G | 89.4
R | 71.6
G | 58.2
M | 62.7
R | 57.2
W | 92.5
Y | 87.7
G | 60.7
K | 51.0
X | 52.4
I | 54.2
M | 69.3
T | 92.9
B | 67.3
G | 60.7
R | 51.2
S | 98.6
A | 55.5
B | 91.2
A | 62.6
Q | 73.9
Y | 63.3
N | 86.8
B | 73.0
S | 88.9
N | 64.6
C | 83.3
M | 81.7
J | 71.6
K | 56.2
C | 83.4
C | 86.1
J | 90.1
R | 89.9
I | 63.0
J | 61.2
F | 88.5
U | 96.6
I | 66.2
Z | 51.1
G | 95.0
R | 81.7
B | 82.5
Y | 51.6
N | 98.0
U | 96.8
A | 97.5
G | 86.4
J | 69.6
P | 63.0
P | 76.4
H | 60.2
X | 61.1
L | 87.6
F | 92.7
Q | 78.5
Q | 77.8
B | 92.1
R | 64.5
N | 86.2
J | 72.5
M | 52.4
D | 72.0
K | 72.7
D | 96.7
Q | 65.6
U | 65.3
O | 80.0
J | 88.2
D | 89.0
S | 75.8
P | 77.1
O | 63.6
T | 75.2
F | 89.9
B | 72.9
P | 95.9
M | 72.0
T | 94.2
P | 55.8
I | 66.2
M | 78.1
M | 55.5
V | 99.7
A | 77.0
C | 88.9
H | 59.2
F | 87.8
R | 81.9
E | 97.9
Q | 94.1
T | 77.0
Y | 82.2
B | 69.4
D | 71.6
L | 95.9
B | 64.9
A | 74.0
F | 88.7
J | 71.7
X | 65.8
Z | 79.9
H | 81.8
Y | 83.8
I | 66.9
V | 70.5
A | 56.4
J | 93.0
Y | 80.0
S | 67.4
V | 98.1
M | 77.2
Q | 77.4
G | 72.5
J | 73.3
I | 53.9
I | 68.5
V | 91.5
N | 98.3
Z | 92.7
R | 62.0
Y | 73.1
F | 96.9
G | 92.4
A | 77.5
Z | 85.5
R | 61.0
X | 74.7
D | 77.5
S | 89.6
T | 70.9
J | 73.4
I | 52.9
Y | 90.3
Q | 67.4
F | 67.1
C | 67.6
V | 66.8
Q | 72.4
C | 59.5
P | 88.4
R | 98.8
A | 52.0
O | 83.1
N | 91.3
H | 79.8
Z | 50.5
E | 63.4
X | 62.8
B | 62.6
M | 59.1
J | 71.9
C | 97.5
A | 86.5
R | 59.5
T | 55.7
I | 87.7
J | 84.0
Q | 68.7
G | 51.8
E | 98.5
F | 77.6
M | 50.5
X | 58.9
R | 62.8
F | 100.0
L | 56.0
M | 79.4
C | 71.0
Y | 93.8
Y | 81.7
F | 53.9
X | 89.8
P | 68.4
W | 91.9
Z | 71.4
E | 86.1
P | 96.6
N | 74.6
M | 80.8
X | 76.7
Y | 53.8
M | 93.9
X | 77.8
O | 97.4
K | 94.1
M | 98.0
J | 66.3
U | 94.6
S | 98.3
T | 82.2
V | 51.5
Y | 99.8
V | 51.0
Q | 66.9
S | 74.9
X | 66.8
E | 78.3
Z | 70.7
P | 91.8
P | 79.8
T | 73.1
H | 89.0
U | 84.1
A | 72.1
J | 55.1
A | 83.7
Q | 98.7
W | 50.6
B | 71.3
A | 88.5
G | 60.0
P | 82.8
V | 76.9
S | 93.3
M | 80.6
O | 55.2
O | 62.8
B | 73.8
R | 79.1
S | 57.5
N | 72.2
M | 57.4
N | 67.7
F | 89.3
S | 59.0
L | 68.6
W | 74.1
R | 74.3
M | 97.7
Q | 98.4
M | 84.9
T | 76.2
A | 99.0
Q | 86.5
P | 50.9
X | 76.6
O | 83.5
M | 76.3
G | 81.0
A | 62.9
Z | 72.2
R | 79.9
H | 78.7
E | 87.6
E | 69.7
C | 66.3
L | 51.4
I | 98.4
I | 79.1
V | 53.4
V | 53.5
E | 72.5
I | 67.1
R | 77.6
K | 58.2
A | 76.2
M | 65.9
Q | 80.6
R | 92.7
T | 72.4
K | 74.6
Z | 90.1
R | 78.6
I | 61.5
Q | 92.7
R | 95.0
W | 64.2
J | 65.9
X | 52.3
T | 51.3
N | 85.4
Y | 57.3
U | 93.6
C | 57.5
R | 91.3
L | 98.2
N | 66.6
F | 98.8
X | 58.6
E | 50.3
H | 52.3
K | 50.8
T | 83.8
G | 65.6
Y | 50.0
L | 76.1
N | 74.6
N | 63.0
J | 77.1
B | 81.1
B | 82.8
Q | 80.9
O | 81.6
N | 60.7
Q | 98.2
R | 97.0
Y | 53.1
J | 76.9
H | 70.2
U | 80.3
E | 84.1
F | 59.6
O | 55.0
Z | 52.2
M | 79.3
X | 70.6
A | 75.3
O | 64.9
N | 84.7
T | 60.9
Z | 62.1
Y | 92.7
O | 89.6
V | 56.9
C | 85.4
S | 84.1
G | 61.8
F | 86.3
B | 90.2
D | 85.4
R | 51.4
V | 91.9
F | 61.5
H | 88.3
D | 52.4
N | 64.5
K | 90.3
A | 51.2
X | 81.4
S | 100.0
R | 72.3
O | 61.5
Q | 78.7
J | 68.8
C | 75.3
E | 81.7
J | 97.0
M | 58.1
V | 95.9
D | 77.5
G | 80.3
Z | 63.9
A | 99.1
E | 95.4
B | 62.2
F | 96.4
X | 72.1
L | 87.1
H | 74.2
W | 59.4
U | 64.7
L | 59.8
B | 91.7
L | 92.3
R | 95.8
M | 58.0
E | 83.7
R | 60.3
R | 90.7
R | 97.5
B | 92.0
P | 98.1
Z | 55.3
A | 78.1
B | 88.8
Y | 69.1
N | 51.2
X | 53.8
O | 61.7
I | 95.3
G | 83.1
A | 50.7
C | 84.4
L | 67.2
S | 58.0
J | 78.6
C | 56.8
Z | 95.0
L | 95.1
J | 68.4
M | 70.2
V | 57.4
D | 63.3
T | 53.2
E | 76.5
P | 72.1
P | 95.3
L | 87.3
L | 86.3
X | 61.0
X | 90.2
D | 91.3
Q | 99.9
T | 95.9
W | 66.9
M | 62.8
H | 58.2
N | 63.7
S | 87.5
O | 66.7
X | 58.4
T | 88.8
D | 69.0
P | 89.1
N | 54.8
R | 82.6
S | 72.2
G | 76.9
O | 77.7
R | 89.2
V | 67.4
Q | 91.8
O | 99.7
I | 65.1
W | 83.0
Z | 84.9
Q | 86.9
F | 54.3
A | 64.5
V | 67.0
L | 67.7
O | 78.8
U | 81.1
D | 71.8
I | 85.1
W | 70.5
S | 86.4
X | 51.4
M | 63.3
D | 71.5
U | 73.0
Z | 66.9
L | 74.4
L | 59.6
W | 63.3
Y | 67.8
P | 90.4
E | 81.7
L | 69.3
Q | 76.5
K | 59.3
G | 87.2
M | 67.7
H | 74.7
R | 99.4
H | 82.4
Y | 88.7
G | 92.1
X | 95.1
K | 55.5
O | 67.5
D | 86.5
B | 64.6
X | 74.6
F | 64.5
X | 71.4
L | 62.3
A | 79.7
T | 82.5
G | 91.9
N | 82.0
